Input Query,Input Expected Name,Actual Product Name,Input Expected SKU,Actual SKU,Input Expected Position,Actual Position,Position Match,First Page Count,First Page Coverage %
"123 block","AllIndustrial55510|1PairUltraPrecisionTiNCoated1-2-3Blocks","All Industrial 1-2-3 Block Pair 23 Hole and 1/8 10 pc.Thin Parallel Set","30023443","30050501","1","5","Mismatch","8 of 24","33.3%"
"123 block","AllIndustrial55500|1MatchedPairUltraPrecision1-2-3Blocks23Holes0.0002""Machinist123Jig","Colton Industrial Tools 10078 | High Precision 1-2-3 Block Set 23 Holes and Cap Bolts","30000212","30051133","2","4","Mismatch","8 of 24","33.3%"
"123 block","AllIndustrial55525|MatchedPairUltraPrecision1-2-3BlocksNoHoles0.0001""Machinist123Jig","All Industrial 55525 | Matched Pair Ultra Precision 1-2-3 Blocks No Holes 0.0001"" Machinist 123 Jig","30000214","30000214","3","3","Match","8 of 24","33.3%"
"123 block","AllIndustrial55550|8pcPrecision123BlocksandScrewClampingSet","All Industrial 55500 | 1 Matched Pair Ultra Precision 1-2-3 Blocks 23 Holes 0.0002"" Machinist 123 Jig","30023446","30000212","4","6","Mismatch","8 of 24","33.3%"
"123 block","ColtonIndustrialTools10075|Magnetic123BlocksUltraPrecisionMatchedSet","All Industrial 55510 | 1 Pair Ultra Precision TiN Coated 1-2-3 Blocks","30027501","30023443","5","7","Mismatch","8 of 24","33.3%"
"123 block","AllIndustrial55502|1-2-3BlockswithCase23HoleUltraPrecision0.0001""Tolerance","All Industrial 55550 | 8pc Precision 123 Blocks and Screw Clamping Set","30023618","30023446","6","8","Mismatch","8 of 24","33.3%"
"123 block","AllIndustrial1-2-3BlockPair23Holeand1/810pc.ThinParallelSet","Colton Industrial Tools 10075 | Magnetic 123 Blocks Ultra Precision Matched Set","30050501","30027501","7","1","Mismatch","8 of 24","33.3%"
"123 block","ColtonIndustrialTools10078|HighPrecision1-2-3BlockSet23HolesandCapBolts","All Industrial 55502 | 1-2-3 Blocks with Case 23 Hole Ultra Precision 0.0001"" Tolerance","30051133","30023618","8","2","Mismatch","8 of 24","33.3%"
"123 block","3M7100260505|35825Hookit5-1/4""Lengthx2-5/8""WidthSandingBlocks","STM 225710 | 4"" OAL x 3-1/2"" Width V-Block","45033272","30122314","9","75","Mismatch","8 of 24","33.3%"
"123 block","3M7100256625|Hookit5-1/4""Lengthx2-5/8""WidthSandingBlocks","STM 231078 | 2-3/4"" OAL x 2-1/2"" Width V-Block","45059581","30122363","10","74","Mismatch","8 of 24","33.3%"
"123 block","3M7100256624|35828Hookit16""Lengthx2-5/8""WidthSandingBlocks","STM 231082 | 3-19/32"" OAL x 1-7/8"" Width V-Block","45033234","30122364","11","76","Mismatch","8 of 24","33.3%"
"123 block","3M7100256499|35832Hookit10-3/4""Lengthx2-5/8""WidthSandingBlocks","STM 231088 | 3-3/16"" OAL x 2-3/8"" Width V-Block","45033232","30122367","12","77","Mismatch","8 of 24","33.3%"
"123 block","3M7100256623|35827Hookit10-3/4""Lengthx2-5/8""WidthSandingBlocks","STM 231090 | 3-3/16"" OAL x 2-3/8"" Width V-Block","45059580","30122368","13","78","Mismatch","8 of 24","33.3%"
"123 block","3M7000045660|45204Stikit8-15/16""Lengthx6-1/2""WidthSandingBlocks","STM 231120 | 120 OAL x 35.00mm Width V-Block","45056298","30122381","14","79","Mismatch","8 of 24","33.3%"
"123 block","3M7000028350|45203Stikit2-1/2""Lengthx2-1/2""WidthSandingBlocks","STM 370556 | 2"" OAL x 1-7/8"" Width V-Block","45053354","30122729","15","80","Mismatch","8 of 24","33.3%"
"123 block","Tungaloy2300773|CTBU32-3232.00mmShankHeightx110.00mmOALSteelIndexableCut-OffBladeToolBlock","STM 231072 | 1-19/32"" OAL x 1-1/4"" Width V-Block","23121410","30122360","16","53","Mismatch","8 of 24","33.3%"
"123 block","Tungaloy2300759|CTBU20-3220.00mmShankHeightx100.00mmOALSteelIndexableCut-OffBladeToolBlock","STM 231076 | 2-3/4"" OAL x 1-3/4"" Width V-Block","23121408","30122362","17","54","Mismatch","8 of 24","33.3%"
"123 block","Tungaloy2300767|CTBU25-3225.00mmShankHeightx110.00mmOALSteelIndexableCut-OffBladeToolBlock","STM 231118 | 100 OAL x 30.00mm Width V-Block","23121409","30122380","18","55","Mismatch","8 of 24","33.3%"
"123 block","Tungaloy2302494|CTBU25-32-CHP25.00mmShankHeightx110.00mmOALSteelIndexableCut-OffBladeToolBlock","Seco Tools 03002502 | 150.10-3232-25JETI Indexable CutOff Blade Tool Block","23121412","23284352","19","56","Mismatch","8 of 24","33.3%"
"123 block","Tungaloy6734873|CTBU25-035-4/5-CHP35.00mmMinimumBoreDiameterx25.00mmShankHeightx110.00mmOALSteelIndexableCut-OffBladeToolBlock","STM 333876 | 2-1/2"" Height x 1"" Width Steel Step Block","23127877","50034434","20","64","Mismatch","8 of 24","33.3%"
"123 block","Tungaloy6734872|CTBU25-030-4-CHP30.00mmMinimumBoreDiameterx25.00mmShankHeightx110.00mmOALSteelIndexableCut-OffBladeToolBlock","STM 333878 | 4"" Height x 1-1/2"" Width Steel Step Block","23127876","50034436","21","65","Mismatch","8 of 24","33.3%"
"123 block","Tungaloy2300770|CTBU20-32-U1-1/4""ShankHeightx4.331""OALSteelIndexableCut-OffBladeToolBlock","STM 333880 | 9"" Height x 1-1/2"" Width Steel Step Block","23019761","50034438","22","57","Mismatch","8 of 24","33.3%"
"123 block","3M7000119959|05686Hookit5-1/4""Lengthx2-5/8""WidthSandingBlock","STM 333879 | 6"" Height x 1-1/2"" Width Steel Step Block","45056843","50034437","23","25","Mismatch","8 of 24","33.3%"
"123 block","3M7100180137|Scotch-Brite1/16""Thicknessx22""Widthx24""OALFineGradeAluminumOxideCutandPolishUnitizedBlock","3M 7100272155 | 952 2-3/16"" Length x 6"" Width Hand Block","45035386","45033447","24","66","Mismatch","8 of 24","33.3%"
"123 block","3M7010300638|030702-5/8""Lengthx1""WidthFineGrade320GritSandingBlock","3M 7000119959 | 05686 Hookit 5-1/4"" Length x 2-5/8"" Width Sanding Block","45041206","45056843","25","49","Mismatch","8 of 24","33.3%"
"123 block","3M7000028312|05209Hookit15-9/16""Lengthx2-3/4""WidthSandingBlock","3M 7000028312 | 05209 Hookit 15-9/16"" Length x 2-3/4"" Width Sanding Block","45056195","45056195","26","26","Match","8 of 24","33.3%"
"123 block","3M7000047027|804534StandardAbrasives1/2""ThicknessSiliconCarbideUnitizedBlock","3M 7000047027 | 804534 Standard Abrasives 1/2"" Thickness Silicon Carbide Unitized Block","45029488","45029488","27","27","Match","8 of 24","33.3%"
"123 block","3M7100242588|ProGradePrecision11.4mmLengthx2-7/8""WidthExtraCoarseGrade36GritSandingBlock","3M 7000047029 | 804734 Standard Abrasives 1/2"" Thickness Aluminum Oxide Unitized Block","45033033","45029490","28","63","Mismatch","8 of 24","33.3%"
"123 block","3M7000047029|804734StandardAbrasives1/2""ThicknessAluminumOxideUnitizedBlock","3M 7010330694 | 804633 Standard Abrasives 1/2"" Thickness Aluminum Oxide Unitized Block","45029490","45042153","29","28","Mismatch","8 of 24","33.3%"
"123 block","3M7010330694|804633StandardAbrasives1/2""ThicknessAluminumOxideUnitizedBlock","3M 7000119909 | 05216 Hookit 8-7/8"" Length x 4-1/2"" Width Sanding Block","45042153","45030457","30","29","Mismatch","8 of 24","33.3%"
"123 block","3M7000119909|05216Hookit8-7/8""Lengthx4-1/2""WidthSandingBlock","3M 7000119963 | 05690 Hookit 5-3/8"" Length x 2-1/2"" Width Sanding Block","45030457","45056845","31","30","Mismatch","8 of 24","33.3%"
"123 block","3M7010365121|Scotch-Brite1/2""Thicknessx1""Widthx5""OALFineGradeAluminumOxideCutandPolishUnitizedBlock","3M 7010366940 | 804733 Standard Abrasives 1/2"" Thickness Aluminum Oxide Unitized Block","45042839","45030505","32","67","Mismatch","8 of 24","33.3%"
"123 block","3M7000119963|05690Hookit5-3/8""Lengthx2-1/2""WidthSandingBlock","3M 7000045510 | 05684 Hookit 24"" Length x 18"" Width Sanding Block","45056845","45056283","33","31","Mismatch","8 of 24","33.3%"
"123 block","3M7010366940|804733StandardAbrasives1/2""ThicknessAluminumOxideUnitizedBlock","3M 7000028311 | 05208 Hookit 7-13/16"" Length x 2-3/4"" Width Sanding Block","45030505","45056194","34","32","Mismatch","8 of 24","33.3%"
"123 block","3M7100282837|Scotch-Brite1""Thicknessx25""Widthx38""OALExtraCoarseGradeSiliconCarbideCutandPolishUnitizedBlock","3M 7000047028 | 804634 Standard Abrasives 1/2"" Thickness Aluminum Oxide Unitized Block","45033560","45029489","35","73","Mismatch","8 of 24","33.3%"
"123 block","3M7000120182|030692-5/8""Lengthx1""WidthMediumGrade100GritSandingBlock","3M 7000119960 | 05687 Hookit 10-3/4"" Length x 2-5/8"" Width Sanding Block","45056852","45030471","36","50","Mismatch","8 of 24","33.3%"
"123 block","3M7000045510|05684Hookit24""Lengthx18""WidthSandingBlock","3M 7000119964 | 05691 Hookit 10"" Length x 2-1/8"" Width Sanding Block","45056283","45030473","37","33","Mismatch","8 of 24","33.3%"
"123 block","3M7100180135|Scotch-Brite1/16""Thicknessx18""Widthx22""OALFineGradeAluminumOxideCutandPolishUnitizedBlock","3M 7000119961 | 05688 Hookit 16"" Length x 2-5/8"" Width Sanding Block","45035385","45030472","38","68","Mismatch","8 of 24","33.3%"
"123 block","3M7100180140|Scotch-Brite1/16""Thicknessx23""Widthx18""OALFineGradeSiliconCarbideUnitizedBlock","3M 7000047031 | 804823 Standard Abrasives 1/2"" Thickness Aluminum Oxide Unitized Block","45055596","45029492","39","61","Mismatch","8 of 24","33.3%"
"123 block","3M7000028311|05208Hookit7-13/16""Lengthx2-3/4""WidthSandingBlock","3M 7000047030 | 804813 Standard Abrasives 1/2"" Thickness Aluminum Oxide Unitized Block","45056194","45029491","40","34","Mismatch","8 of 24","33.3%"
"123 block","3M7100172067|3/16""Thicknessx4-1/2""Widthx5-1/2""OALFineGradeSandingBlock","Techniks EHT-150L | 2 Pole Pitch 1 x 3 Pole Pitch 2 Induction Block","45060501","50007921","41","51","Mismatch","8 of 24","33.3%"
"123 block","3M7100139932|Scotch-Brite1/2""Thicknessx5""Widthx1""OALFineGradeAluminumOxideCutandPolishUnitizedBlock","3M 7100165225 | EMB-100 2""X4: 2.000"" Width x 60.0 mil Thickness Electrical Moisture Block","45057260","96000691","42","69","Mismatch","8 of 24","33.3%"
"123 block","3M7010292427|Scotch-Brite1/4""Thicknessx25""Widthx38""OALFineGradeAluminumOxideCutandPolishUnitizedBlock","Techniks EHT-150 | 2 Pole Pitch 1 x 3 Pole Pitch 2 Induction Block","45044178","50007920","43","70","Mismatch","8 of 24","33.3%"
"123 block","3M7100180136|Scotch-Brite1/16""Thicknessx22""Widthx24""OALFineGradeAluminumOxideCutandPolishUnitizedBlock","Techniks EHT-300 | 2 Pole Pitch 1 x 3 Pole Pitch 2 Induction Block","45055595","50007923","44","71","Mismatch","8 of 24","33.3%"
"123 block","3M7000046177|Scotch-Brite1/4""Thicknessx25""Widthx38""OALFineGradeSiliconCarbideCutandPolishUnitizedBlock","Techniks EHT-300L | 2 Pole Pitch 1 x 3 Pole Pitch 2 Induction Block","45056394","50007924","45","72","Mismatch","8 of 24","33.3%"
"123 block","3M7000047028|804634StandardAbrasives1/2""ThicknessAluminumOxideUnitizedBlock","Techniks EHT-300W | 1+1 Pole Pitch 1 x 1+1 Pole Pitch 2 Induction Block","45029489","50007925","46","35","Mismatch","8 of 24","33.3%"
"123 block","TechniksEHT-150L|2PolePitch1x3PolePitch2InductionBlock","Techniks EHT-65V | 2 Pole Pitch 1 x 3 Pole Pitch 2 Induction Block","50007921","50007926","47","41","Mismatch","8 of 24","33.3%"
"123 block","SecoTools03002502|150.10-3232-25JETIIndexableCutOffBladeToolBlock","Techniks EHT-72 | 2 Pole Pitch 1 x 3 Pole Pitch 2 Induction Block","23284352","50007927","48","19","Mismatch","8 of 24","33.3%"
"123 block","STM225710|4""OALx3-1/2""WidthV-Block","3M 7010300638 | 03070 2-5/8"" Length x 1"" Width Fine Grade 320 Grit Sanding Block","30122314","45041206","49","9","Mismatch","8 of 24","33.3%"
"123 block","STM231078|2-3/4""OALx2-1/2""WidthV-Block","3M 7000120182 | 03069 2-5/8"" Length x 1"" Width Medium Grade 100 Grit Sanding Block","30122363","45056852","50","10","Mismatch","8 of 24","33.3%"
"123 block","STM231082|3-19/32""OALx1-7/8""WidthV-Block","3M 7100172067 | 3/16"" Thickness x 4-1/2"" Width x 5-1/2"" OAL Fine Grade Sanding Block","30122364","45060501","51","11","Mismatch","8 of 24","33.3%"
"123 block","STM231088|3-3/16""OALx2-3/8""WidthV-Block","Pramet 26-DU 12 | 3.54"" OAL x 0.75"" Shank width Indexable Cut-Off Blade Tool Block","30122367","23153759","52","12","Mismatch","8 of 24","33.3%"
"123 block","STM231090|3-3/16""OALx2-3/8""WidthV-Block","Tungaloy 2300773 | CTBU32-32 32.00mm Shank Height x 110.00mm OAL Steel Indexable Cut-Off Blade Tool Block","30122368","23121410","53","13","Mismatch","8 of 24","33.3%"
"123 block","STM231120|120OALx35.00mmWidthV-Block","Tungaloy 2300759 | CTBU20-32 20.00mm Shank Height x 100.00mm OAL Steel Indexable Cut-Off Blade Tool Block","30122381","23121408","54","14","Mismatch","8 of 24","33.3%"
"123 block","STM333876|2-1/2""Heightx1""WidthSteelStepBlock","Tungaloy 2300767 | CTBU25-32 25.00mm Shank Height x 110.00mm OAL Steel Indexable Cut-Off Blade Tool Block","50034434","23121409","55","20","Mismatch","8 of 24","33.3%"
"123 block","STM333878|4""Heightx1-1/2""WidthSteelStepBlock","Tungaloy 2302494 | CTBU25-32-CHP 25.00mm Shank Height x 110.00mm OAL Steel Indexable Cut-Off Blade Tool Block","50034436","23121412","56","21","Mismatch","8 of 24","33.3%"
"123 block","STM333880|9""Heightx1-1/2""WidthSteelStepBlock","Tungaloy 2300770 | CTBU20-32-U 1-1/4"" Shank Height x 4.331"" OAL Steel Indexable Cut-Off Blade Tool Block","50034438","23019761","57","22","Mismatch","8 of 24","33.3%"
"123 block","3M7100165225|EMB-1002""X4:2.000""Widthx60.0milThicknessElectricalMoistureBlock","Tungaloy 2302500 | CTBU16-32-U-CHP 1.000"" Shank Height x 4.331"" OAL Steel Indexable Cut-Off Blade Tool Block","96000691","23019760","58","42","Mismatch","8 of 24","33.3%"
"123 block","Tungaloy2302500|CTBU16-32-U-CHP1.000""ShankHeightx4.331""OALSteelIndexableCut-OffBladeToolBlock","Tungaloy 2300765 | CTBU16-32-U 1.000"" Shank Height x 4.331"" OAL Steel Indexable Cut-Off Blade Tool Block","23019760","23019759","59","58","Mismatch","8 of 24","33.3%"
"123 block","Tungaloy2300765|CTBU16-32-U1.000""ShankHeightx4.331""OALSteelIndexableCut-OffBladeToolBlock","Carr Lane CL-3-BLM | 1-1/8""-7 Thread x 1/2"" Diameter Zinc Plated Yellow Chromate Coated Bar-Lok Mounting Block","23019759","50024951","60","59","Mismatch","8 of 24","33.3%"
"123 block","CarrLaneCL-3-BLM|1-1/8""-7Threadx1/2""DiameterZincPlatedYellowChromateCoatedBar-LokMountingBlock","3M 7100180140 | Scotch-Brite 1/16"" Thickness x 23"" Width x 18"" OAL Fine Grade Silicon Carbide Unitized Block","50024951","45055596","61","60","Mismatch","8 of 24","33.3%"
"123 block","TechniksEHT-150|2PolePitch1x3PolePitch2InductionBlock","3M 7010366411 | Scotch-Brite 1/2"" Thickness x 12-1/2"" Width x 25"" OAL Medium Grade Aluminum Oxide Unitized Block","50007920","45034209","62","43","Mismatch","8 of 24","33.3%"
"123 block","TechniksEHT-300|2PolePitch1x3PolePitch2InductionBlock","3M 7100242588 | Pro Grade Precision 11.4 mm Length x 2-7/8"" Width Extra Coarse Grade 36 Grit Sanding Block","50007923","45033033","63","44","Mismatch","8 of 24","33.3%"
"123 block","TechniksEHT-300L|2PolePitch1x3PolePitch2InductionBlock","Tungaloy 6734873 | CTBU25-035-4/5-CHP 35.00mm Minimum Bore Diameter x 25.00mm Shank Height x 110.00mm OAL Steel Indexable Cut-Off Blade Tool Block","50007924","23127877","64","45","Mismatch","8 of 24","33.3%"
"123 block","TechniksEHT-300W|1+1PolePitch1x1+1PolePitch2InductionBlock","Tungaloy 6734872 | CTBU25-030-4-CHP 30.00mm Minimum Bore Diameter x 25.00mm Shank Height x 110.00mm OAL Steel Indexable Cut-Off Blade Tool Block","50007925","23127876","65","46","Mismatch","8 of 24","33.3%"
"123 block","TechniksEHT-65V|2PolePitch1x3PolePitch2InductionBlock","3M 7100180137 | Scotch-Brite 1/16"" Thickness x 22"" Width x 24"" OAL Fine Grade Aluminum Oxide Cut and Polish Unitized Block","50007926","45035386","66","47","Mismatch","8 of 24","33.3%"
"123 block","TechniksEHT-72|2PolePitch1x3PolePitch2InductionBlock","3M 7010365121 | Scotch-Brite 1/2"" Thickness x 1"" Width x 5"" OAL Fine Grade Aluminum Oxide Cut and Polish Unitized Block","50007927","45042839","67","48","Mismatch","8 of 24","33.3%"
"123 block","Pramet26-DU12|3.54""OALx0.75""ShankwidthIndexableCut-OffBladeToolBlock","3M 7100180135 | Scotch-Brite 1/16"" Thickness x 18"" Width x 22"" OAL Fine Grade Aluminum Oxide Cut and Polish Unitized Block","23153759","45035385","68","52","Mismatch","8 of 24","33.3%"
"123 block","STM370556|2""OALx1-7/8""WidthV-Block","3M 7100139932 | Scotch-Brite 1/2"" Thickness x 5"" Width x 1"" OAL Fine Grade Aluminum Oxide Cut and Polish Unitized Block","30122729","45057260","69","15","Mismatch","8 of 24","33.3%"
"123 block","STM231072|1-19/32""OALx1-1/4""WidthV-Block","3M 7010292427 | Scotch-Brite 1/4"" Thickness x 25"" Width x 38"" OAL Fine Grade Aluminum Oxide Cut and Polish Unitized Block","30122360","45044178","70","16","Mismatch","8 of 24","33.3%"
"123 block","STM231076|2-3/4""OALx1-3/4""WidthV-Block","3M 7100180136 | Scotch-Brite 1/16"" Thickness x 22"" Width x 24"" OAL Fine Grade Aluminum Oxide Cut and Polish Unitized Block","30122362","45055595","71","17","Mismatch","8 of 24","33.3%"
"123 block","STM231118|100OALx30.00mmWidthV-Block","3M 7000046177 | Scotch-Brite 1/4"" Thickness x 25"" Width x 38"" OAL Fine Grade Silicon Carbide Cut and Polish Unitized Block","30122380","45056394","72","18","Mismatch","8 of 24","33.3%"
"123 block","STM333879|6""Heightx1-1/2""WidthSteelStepBlock","3M 7100282837 | Scotch-Brite 1"" Thickness x 25"" Width x 38"" OAL Extra Coarse Grade Silicon Carbide Cut and Polish Unitized Block","50034437","45033560","73","23","Mismatch","8 of 24","33.3%"
"123 block","3M7100272155|9522-3/16""Lengthx6""WidthHandBlock","3M 7100256625 | Hookit 5-1/4"" Length x 2-5/8"" Width Sanding Blocks","45033447","45059581","74","24","Mismatch","8 of 24","33.3%"
"123 block","3M7010366411|Scotch-Brite1/2""Thicknessx12-1/2""Widthx25""OALMediumGradeAluminumOxideUnitizedBlock","3M 7100260505 | 35825 Hookit 5-1/4"" Length x 2-5/8"" Width Sanding Blocks","45034209","45033272","75","62","Mismatch","8 of 24","33.3%"
"123 block","3M7000119960|05687Hookit10-3/4""Lengthx2-5/8""WidthSandingBlock","3M 7100256624 | 35828 Hookit 16"" Length x 2-5/8"" Width Sanding Blocks","45030471","45033234","76","36","Mismatch","8 of 24","33.3%"
"123 block","3M7000119964|05691Hookit10""Lengthx2-1/8""WidthSandingBlock","3M 7100256499 | 35832 Hookit 10-3/4"" Length x 2-5/8"" Width Sanding Blocks","45030473","45033232","77","37","Mismatch","8 of 24","33.3%"
"123 block","3M7000119961|05688Hookit16""Lengthx2-5/8""WidthSandingBlock","3M 7100256623 | 35827 Hookit 10-3/4"" Length x 2-5/8"" Width Sanding Blocks","45030472","45059580","78","38","Mismatch","8 of 24","33.3%"
"123 block","3M7000047031|804823StandardAbrasives1/2""ThicknessAluminumOxideUnitizedBlock","3M 7000045660 | 45204 Stikit 8-15/16"" Length x 6-1/2"" Width Sanding Blocks","45029492","45056298","79","39","Mismatch","8 of 24","33.3%"
"123 block","3M7000047030|804813StandardAbrasives1/2""ThicknessAluminumOxideUnitizedBlock","3M 7000028350 | 45203 Stikit 2-1/2"" Length x 2-1/2"" Width Sanding Blocks","45029491","45053354","80","40","Mismatch","8 of 24","33.3%"
"123 block","3M7100170037|ProGradePrecision1""Thicknessx4-1/2""Widthx2-1/2""OALExtraFineGrade180GritSandingBlockSponge","STM 333548 | 1/2"" Size x 3/8-16"" Thread 50 Pieces Fixture Clamp Step Block & Clamp Set","45035276","50034320","81","98","Mismatch","8 of 24","33.3%"
"123 block","3M7010410803|ProGradePrecision1""Thicknessx2-1/2""Widthx4-1/2""OALExtraFineGrade220GritBlockSandingSponge","STM 333551 | 9/16"" Size x 1/2-13"" Thread 50 Pieces Fixture Clamp Step Block & Clamp Set","45037273","50034323","82","99","Mismatch","8 of 24","33.3%"
"123 block","3M7100145188|ProGradePrecision1""Thicknessx2-1/2""Widthx4-1/2""OALCoarseGrade60GritBlockSandingSponge","STM 333552 | 5/8"" Size x 1/2-13"" Thread 50 Pieces Fixture Clamp Step Block & Clamp Set","45031394","50034324","83","85","Mismatch","8 of 24","33.3%"
"123 block","3M7010412362|ProGradePrecision1""Thicknessx2-1/2""Widthx4-1/2""OALFineGrade120GritBlockSandingSponge","STM 333553 | 11/16"" Size x 1/2-13"" Thread 50 Pieces Fixture Clamp Step Block & Clamp Set","45037278","50034325","84","86","Mismatch","8 of 24","33.3%"
"123 block","3M7100170054|ProGradePrecision1""Thicknessx3-3/4""Widthx2-1/2""OALExtraFineGrade180GritSandingBlockSponge","3M 7100145188 | Pro Grade Precision 1"" Thickness x 2-1/2"" Width x 4-1/2"" OAL Coarse Grade 60 Grit Block Sanding Sponge","45035277","45031394","85","100","Mismatch","8 of 24","33.3%"
"123 block","3M7100170031|ProGradePrecision1""Thicknessx2-1/2""Widthx4-1/2""OALFineGrade120GritSandingBlockSponge","3M 7010412362 | Pro Grade Precision 1"" Thickness x 2-1/2"" Width x 4-1/2"" OAL Fine Grade 120 Grit Block Sanding Sponge","45060492","45037278","86","87","Mismatch","8 of 24","33.3%"
"123 block","3M7010412361|ProGradePrecision1""Thicknessx2-1/2""Widthx4-1/2""OALCoarseGrade60GritBlockSandingSponge","3M 7100170031 | Pro Grade Precision 1"" Thickness x 2-1/2"" Width x 4-1/2"" OAL Fine Grade 120 Grit Sanding Block Sponge","45037277","45060492","87","88","Mismatch","8 of 24","33.3%"
"123 block","3M7100170019|ProGradePrecision1""Thicknessx2-1/2""Widthx4-1/2""OALMediumGrade80GritSandingBlockSponge","3M 7010412361 | Pro Grade Precision 1"" Thickness x 2-1/2"" Width x 4-1/2"" OAL Coarse Grade 60 Grit Block Sanding Sponge","45054857","45037277","88","89","Mismatch","8 of 24","33.3%"
