Input Query,Input Expected Name,Actual Product Name,Input Expected SKU,Actual SKU,Input Expected Position,Actual Position,Position Match,First Page Count,First Page Coverage %
"123 block","","STM 231072 | 1-19/32"" OAL x 1-1/4"" Width V-Block","","30122360","15","","","8 of 8","100.0%"
"123 block","","STM 231076 | 2-3/4"" OAL x 1-3/4"" Width V-Block","","30122362","16","","","8 of 8","100.0%"
"123 block","","STM 231118 | 100 OAL x 30.00mm Width V-Block","","30122380","17","","","8 of 8","100.0%"
"123 block","","STM 370556 | 2"" OAL x 1-7/8"" Width V-Block","","30122729","18","","","8 of 8","100.0%"
"123 block","","Seco Tools 03002502 | 150.10-3232-25JETI Indexable CutOff Blade Tool Block","","23284352","19","","","8 of 8","100.0%"
"123 block","","STM 333876 | 2-1/2"" Height x 1"" Width Steel Step Block","","50034434","20","","","8 of 8","100.0%"
"123 block","","STM 333878 | 4"" Height x 1-1/2"" Width Steel Step Block","","50034436","21","","","8 of 8","100.0%"
"123 block","","STM 333880 | 9"" Height x 1-1/2"" Width Steel Step Block","","50034438","22","","","8 of 8","100.0%"
"123 block","","STM 333879 | 6"" Height x 1-1/2"" Width Steel Step Block","","50034437","23","","","8 of 8","100.0%"
"123 block","","3M 7100272155 | 952 2-3/16"" Length x 6"" Width Hand Block","","45033447","24","","","8 of 8","100.0%"


"5c collet","STM 325312 | 37.50mm Diameter x 87.00mm OAL Nylon Material 5C Collet","STM 325312 | 37.50mm Diameter x 87.00mm OAL Nylon Material 5C Collet","55040036","55040036","1","1","Match","24 of 24","100.0%"
"5c collet","STM 325315 | 1/8"" Size x 1.480"" Diameter x 3.270"" OAL Tool Steel 5C Collet","STM 325315 | 1/8"" Size x 1.480"" Diameter x 3.270"" OAL Tool Steel 5C Collet","55040037","55040037","2","2","Match","24 of 24","100.0%"
"5c collet","STM 325320 | 3/16"" Size x 1.480"" Diameter x 3.270"" OAL Tool Steel 5C Collet","STM 325320 | 3/16"" Size x 1.480"" Diameter x 3.270"" OAL Tool Steel 5C Collet","55040038","55040038","3","3","Match","24 of 24","100.0%"
"5c collet","STM 325325 | 1/4"" Size x 1.480"" Diameter x 3.270"" OAL Tool Steel 5C Collet","STM 325325 | 1/4"" Size x 1.480"" Diameter x 3.270"" OAL Tool Steel 5C Collet","55040039","55040039","4","4","Match","24 of 24","100.0%"
"5c collet","STM 325330 | 5/16"" Size x 1.480"" Diameter x 3.270"" OAL Tool Steel 5C Collet","STM 325330 | 5/16"" Size x 1.480"" Diameter x 3.270"" OAL Tool Steel 5C Collet","55040040","55040040","5","5","Match","24 of 24","100.0%"
"5c collet","STM 325335 | 3/8"" Size x 1.480"" Diameter x 3.270"" OAL Tool Steel 5C Collet","STM 325335 | 3/8"" Size x 1.480"" Diameter x 3.270"" OAL Tool Steel 5C Collet","55040041","55040041","6","6","Match","24 of 24","100.0%"
"5c collet","STM 325336 | 11/32"" Size x 1.480"" Diameter x 3.270"" OAL Tool Steel 5C Collet","STM 325336 | 11/32"" Size x 1.480"" Diameter x 3.270"" OAL Tool Steel 5C Collet","55040042","55040042","7","7","Match","24 of 24","100.0%"
"5c collet","STM 325340 | 7/16"" Size x 1.480"" Diameter x 3.270"" OAL Tool Steel 5C Collet","STM 325340 | 7/16"" Size x 1.480"" Diameter x 3.270"" OAL Tool Steel 5C Collet","55040043","55040043","8","8","Match","24 of 24","100.0%"
"5c collet","STM 325345 | 1/2"" Size x 1.480"" Diameter x 3.270"" OAL Tool Steel 5C Collet","STM 325345 | 1/2"" Size x 1.480"" Diameter x 3.270"" OAL Tool Steel 5C Collet","55040044","55040044","9","9","Match","24 of 24","100.0%"
"5c collet","STM 325350 | 9/16"" Size x 1.480"" Diameter x 3.270"" OAL Tool Steel 5C Collet","STM 325350 | 9/16"" Size x 1.480"" Diameter x 3.270"" OAL Tool Steel 5C Collet","55040045","55040045","10","10","Match","24 of 24","100.0%"
"5c collet","STM 325353 | 19/32"" Size x 1.480"" Diameter x 3.270"" OAL Tool Steel 5C Collet","STM 325353 | 19/32"" Size x 1.480"" Diameter x 3.270"" OAL Tool Steel 5C Collet","55040046","55040046","11","11","Match","24 of 24","100.0%"
"5c collet","STM 325355 | 5/8"" Size x 1.480"" Diameter x 3.270"" OAL Tool Steel 5C Collet","STM 325355 | 5/8"" Size x 1.480"" Diameter x 3.270"" OAL Tool Steel 5C Collet","55040047","55040047","12","12","Match","24 of 24","100.0%"
"5c collet","STM 325360 | 11/16"" Size x 1.480"" Diameter x 3.270"" OAL Tool Steel 5C Collet","STM 325360 | 11/16"" Size x 1.480"" Diameter x 3.270"" OAL Tool Steel 5C Collet","55040048","55040048","13","13","Match","24 of 24","100.0%"
"5c collet","STM 325365 | 3/4"" Size x 1.480"" Diameter x 3.270"" OAL Tool Steel 5C Collet","STM 325365 | 3/4"" Size x 1.480"" Diameter x 3.270"" OAL Tool Steel 5C Collet","55040049","55040049","14","14","Match","24 of 24","100.0%"
"5c collet","STM 325370 | 13/16"" Size x 1.480"" Diameter x 3.270"" OAL Tool Steel 5C Collet","STM 325370 | 13/16"" Size x 1.480"" Diameter x 3.270"" OAL Tool Steel 5C Collet","55040050","55040050","15","15","Match","24 of 24","100.0%"
"5c collet","STM 325375 | 7/8"" Size x 1.480"" Diameter x 3.270"" OAL Tool Steel 5C Collet","STM 325375 | 7/8"" Size x 1.480"" Diameter x 3.270"" OAL Tool Steel 5C Collet","55040051","55040051","16","16","Match","24 of 24","100.0%"
"5c collet","STM 325380 | 15/16"" Size x 1.480"" Diameter x 3.270"" OAL Tool Steel 5C Collet","STM 325380 | 15/16"" Size x 1.480"" Diameter x 3.270"" OAL Tool Steel 5C Collet","55040052","55040052","17","17","Match","24 of 24","100.0%"
"5c collet","STM 325385 | 1"" Size x 1.480"" Diameter x 3.270"" OAL Tool Steel 5C Collet","STM 325385 | 1"" Size x 1.480"" Diameter x 3.270"" OAL Tool Steel 5C Collet","55040229","55040229","18","18","Match","24 of 24","100.0%"
"5c collet","GS Tooling 325317 | 1/8"" Size x 1.480"" Diameter x 3.270"" OAL Tool Steel 5C Collet","GS Tooling 325317 | 1/8"" Size x 1.480"" Diameter x 3.270"" OAL Tool Steel 5C Collet","55038435","55038435","19","19","Match","24 of 24","100.0%"
"5c collet","GS Tooling 325322 | 3/16"" Size x 1.480"" Diameter x 3.270"" OAL Tool Steel 5C Collet","GS Tooling 325322 | 3/16"" Size x 1.480"" Diameter x 3.270"" OAL Tool Steel 5C Collet","55038436","55038436","20","20","Match","24 of 24","100.0%"
"5c collet","GS Tooling 325327 | 1/4"" Size x 1.480"" Diameter x 3.270"" OAL Tool Steel 5C Collet","GS Tooling 325327 | 1/4"" Size x 1.480"" Diameter x 3.270"" OAL Tool Steel 5C Collet","55038437","55038437","21","21","Match","24 of 24","100.0%"
"5c collet","GS Tooling 325332 | 5/16"" Size x 1.480"" Diameter x 3.270"" OAL Tool Steel 5C Collet","GS Tooling 325332 | 5/16"" Size x 1.480"" Diameter x 3.270"" OAL Tool Steel 5C Collet","55038438","55038438","22","22","Match","24 of 24","100.0%"
"5c collet","GS Tooling 325337 | 3/8"" Size x 1.480"" Diameter x 3.270"" OAL Tool Steel 5C Collet","GS Tooling 325337 | 3/8"" Size x 1.480"" Diameter x 3.270"" OAL Tool Steel 5C Collet","55038439","55038439","23","23","Match","24 of 24","100.0%"
"5c collet","GS Tooling 325342 | 7/16"" Size x 1.480"" Diameter x 3.270"" OAL Tool Steel 5C Collet","GS Tooling 325342 | 7/16"" Size x 1.480"" Diameter x 3.270"" OAL Tool Steel 5C Collet","55038440","55038440","24","24","Match","24 of 24","100.0%"


"3 jaw chuck","STM 4440504 | 3"" Size 3 Jaw Cast Iron Manual Lathe Chuck","STM 4440504 | 3"" Size 3 Jaw Cast Iron Manual Lathe Chuck","50034538","50034538","1","1","Match","23 of 24","95.8%"
"3 jaw chuck","STM 4440505 | 4"" Size 3 Jaw Cast Iron Manual Lathe Chuck","STM 4440505 | 4"" Size 3 Jaw Cast Iron Manual Lathe Chuck","50034539","50034539","2","2","Match","23 of 24","95.8%"
"3 jaw chuck","STM 4440510 | 5"" Size 3 Jaw Cast Iron Manual Lathe Chuck","STM 4440510 | 5"" Size 3 Jaw Cast Iron Manual Lathe Chuck","50034540","50034540","3","3","Match","23 of 24","95.8%"
"3 jaw chuck","STM 4440515 | 6"" Size 3 Jaw Cast Iron Manual Lathe Chuck","STM 4440515 | 6"" Size 3 Jaw Cast Iron Manual Lathe Chuck","50034541","50034541","4","4","Match","23 of 24","95.8%"
"3 jaw chuck","STM 4440520 | 8"" Size 3 Jaw Cast Iron Manual Lathe Chuck","STM 4440520 | 8"" Size 3 Jaw Cast Iron Manual Lathe Chuck","50034542","50034542","5","5","Match","23 of 24","95.8%"
"3 jaw chuck","STM 4440525 | 10"" Size 3 Jaw Cast Iron Manual Lathe Chuck","STM 4440525 | 10"" Size 3 Jaw Cast Iron Manual Lathe Chuck","50034543","50034543","6","6","Match","23 of 24","95.8%"
"3 jaw chuck","STM 4440710 | 6"" Size 3 Jaw Cast Iron Manual Lathe Chuck","STM 4440710 | 6"" Size 3 Jaw Cast Iron Manual Lathe Chuck","50034545","50034545","7","7","Match","23 of 24","95.8%"
"3 jaw chuck","STM 4440715 | 8"" Size 3 Jaw Cast Iron Manual Lathe Chuck","STM 4440715 | 8"" Size 3 Jaw Cast Iron Manual Lathe Chuck","50034546","50034546","8","8","Match","23 of 24","95.8%"
"3 jaw chuck","STM 4440720 | 10"" Size 3 Jaw Cast Iron Manual Lathe Chuck","STM 4440720 | 10"" Size 3 Jaw Cast Iron Manual Lathe Chuck","50034547","50034547","9","9","Match","23 of 24","95.8%"
"3 jaw chuck","STM 4440725 | 12"" Size 3 Jaw Cast Iron Manual Lathe Chuck","STM 4440725 | 12"" Size 3 Jaw Cast Iron Manual Lathe Chuck","50034548","50034548","10","10","Match","23 of 24","95.8%"
"3 jaw chuck","STM 4440910 | 6"" Size 3 Jaw Cast Iron Manual Lathe Chuck","STM 4440910 | 6"" Size 3 Jaw Cast Iron Manual Lathe Chuck","50034551","50034551","11","11","Match","23 of 24","95.8%"
"3 jaw chuck","STM 4440920 | 8"" Size 3 Jaw Cast Iron Manual Lathe Chuck","STM 4440920 | 8"" Size 3 Jaw Cast Iron Manual Lathe Chuck","50034552","50034552","12","12","Match","23 of 24","95.8%"
"3 jaw chuck","STM 4440940 | 10"" Size 3 Jaw Cast Iron Manual Lathe Chuck","STM 4440940 | 10"" Size 3 Jaw Cast Iron Manual Lathe Chuck","50034555","50034555","13","13","Match","23 of 24","95.8%"
"3 jaw chuck","STM 4440950 | 12"" Size 3 Jaw Cast Iron Manual Lathe Chuck","STM 4440950 | 12"" Size 3 Jaw Cast Iron Manual Lathe Chuck","50034556","50034556","14","14","Match","23 of 24","95.8%"
"3 jaw chuck","Pratt Burnerd America ATL8-A6 | 8"" 3 Jaw Power Chuck A-6 Mount","Pratt Burnerd America ATL10-A6 | 10"" 3 Jaw Power Chuck A-6 Mount","50000097","50000080","15","29","Mismatch","23 of 24","95.8%"
"3 jaw chuck","Pratt Burnerd America ATL10-A6 | 10"" 3 Jaw Power Chuck A-6 Mount","Pratt Burnerd America ATL10-A8 | 10"" 3 Jaw Power Chuck A-8 Mount","50000080","50000081","16","15","Mismatch","23 of 24","95.8%"
"3 jaw chuck","Pratt Burnerd America ATL10-A8 | 10"" 3 Jaw Power Chuck A-8 Mount","Pratt Burnerd America ATL12-A11 | 12"" 3 Jaw Power Chuck A-11 Mount","50000081","50000082","17","16","Mismatch","23 of 24","95.8%"
"3 jaw chuck","Pratt Burnerd America ATL12-A11 | 12"" 3 Jaw Power Chuck A-11 Mount","Pratt Burnerd America ATL12-A6 | 12"" 3 Jaw Power Chuck A-6 Mount","50000082","50000083","18","17","Mismatch","23 of 24","95.8%"
"3 jaw chuck","Pratt Burnerd America ATL12-A6 | 12"" 3 Jaw Power Chuck A-6 Mount","Pratt Burnerd America ATL12-A8 | 12"" 3 Jaw Power Chuck A-8 Mount","50000083","50000084","19","18","Mismatch","23 of 24","95.8%"
"3 jaw chuck","Pratt Burnerd America ATL12-A8 | 12"" 3 Jaw Power Chuck A-8 Mount","Pratt Burnerd America ATL15-A11 | 15"" 3 Jaw Power Chuck A-11 Mount","50000084","50000085","20","19","Mismatch","23 of 24","95.8%"
"3 jaw chuck","Pratt Burnerd America ATL15-A11 | 15"" 3 Jaw Power Chuck A-11 Mount","Pratt Burnerd America ATL15-A8 | 15"" 3 Jaw Power Chuck A-8 Mount","50000085","50000086","21","20","Mismatch","23 of 24","95.8%"
"3 jaw chuck","Pratt Burnerd America ATL15-A8 | 15"" 3 Jaw Power Chuck A-8 Mount","Pratt Burnerd America ATL18-A11 | 18"" 3 Jaw Power Chuck A-11 Mount","50000086","50000087","22","21","Mismatch","23 of 24","95.8%"
"3 jaw chuck","Pratt Burnerd America ATL18-A11 | 18"" 3 Jaw Power Chuck A-11 Mount","Pratt Burnerd America ATL21-A11 | 21"" 3 Jaw Power Chuck A-11 Mount","50000087","50000090","23","22","Mismatch","23 of 24","95.8%"
"3 jaw chuck","Pratt Burnerd America ATL21-A11 | 21"" 3 Jaw Power Chuck A-11 Mount","Pratt Burnerd America ATL21-A15 | 21"" 3 Jaw Power Chuck A-15 Mount","50000090","50000091","24","23","Mismatch","23 of 24","95.8%"
"3 jaw chuck","","Pratt Burnerd America ATL24-A11 | 24"" 3 Jaw Power Chuck A-11 Mount","","50000092","25","","","23 of 24","95.8%"
"3 jaw chuck","","Pratt Burnerd America ATL24-A15 | 24"" 3 Jaw Power Chuck A-15 Mount","","50000093","26","","","23 of 24","95.8%"
"3 jaw chuck","","Pratt Burnerd America ATL6-A5 | 6"" 3 Jaw Power Chuck A-5 Mount","","50000095","27","","","23 of 24","95.8%"
"3 jaw chuck","","Pratt Burnerd America ATL8-A5 | 8"" 3 Jaw Power Chuck A-5 Mount","","50000096","28","","","23 of 24","95.8%"
"3 jaw chuck","","Pratt Burnerd America ATL8-A6 | 8"" 3 Jaw Power Chuck A-6 Mount","","50000097","29","","","23 of 24","95.8%"
"3 jaw chuck","","STM 4440530 | 12"" Size 3 Jaw Cast Iron Manual Lathe Chuck","","50034544","30","","","23 of 24","95.8%"
"3 jaw chuck","","STM 4440730 | 16"" Size 3 Jaw Cast Iron Manual Lathe Chuck","","50034549","31","","","23 of 24","95.8%"
"3 jaw chuck","","STM 4440930 | 8"" Size 3 Jaw Cast Iron Manual Lathe Chuck","","50034554","32","","","23 of 24","95.8%"
"3 jaw chuck","","All Industrial 47760 | Self-Centering Lathe Chuck Plain Back 4"" 3-Jaw Hardened","","50000128","33","","","23 of 24","95.8%"
"3 jaw chuck","","All Industrial 47766 | Self-Centering Lathe Chuck Plain Back 5"" 3-Jaw Hardened","","50000129","34","","","23 of 24","95.8%"
"3 jaw chuck","","All Industrial 47700 | Self-Centering Lathe Chuck Plain Back 2"" 3-Jaw M14-1 Hardened","","50000121","35","","","23 of 24","95.8%"
"3 jaw chuck","","All Industrial 47702 | Self-Centering Lathe Chuck Plain Back 2"" 3-Jaw 1/2""-20 Hardened","","50000122","36","","","23 of 24","95.8%"
"3 jaw chuck","","All Industrial 47704 | Self-Centering Lathe Chuck Plain Back 2"" 3-Jaw 3/4""-16 Hardened","","50000123","37","","","23 of 24","95.8%"
"3 jaw chuck","","All Industrial 47770 | Self-Centering Lathe Chuck Plain Back 6"" 3-Jaw D1-3 Hardened","","50000130","38","","","23 of 24","95.8%"
"3 jaw chuck","","STM 491000 | 75.00mm Overall Length x 35.00mm Soft Lathe Chuck Jaw","","50034577","39","","","23 of 24","95.8%"
"3 jaw chuck","","STM 491126 | 60.00mm Overall Length x 30.00mm Soft Lathe Chuck Jaw","","50034604","40","","","23 of 24","95.8%"
"3 jaw chuck","","STM 491151 | 53.00mm Overall Length x 30.00mm Soft Lathe Chuck Jaw","","50034614","41","","","23 of 24","95.8%"
"3 jaw chuck","","STM 491198 | 80.00mm Overall Length x 35.00mm Soft Lathe Chuck Jaw","","50034628","42","","","23 of 24","95.8%"
"3 jaw chuck","","STM 491266 | 30.00mm Height x 12.00mm Width Steel Soft Lathe Chuck Jaw","","50034644","43","","","23 of 24","95.8%"
"3 jaw chuck","","Royal Products 70290 | Albrecht 1/32"" - 1/8"" Capacity Classic Keyless Drill Chuck with Diamond Jaw","","55000420","44","","","23 of 24","95.8%"
"3 jaw chuck","","Royal Products 70300 | Albrecht 1/32"" - 1/8"" Capacity Classic Keyless Drill Chuck with Diamond Jaw","","55000407","45","","","23 of 24","95.8%"
"3 jaw chuck","","STM 491256 | 11.00mm Size x 30.00mm Height x 80.00mm OAL Steel Soft Lathe Chuck Jaw","","50034642","46","","","23 of 24","95.8%"
"3 jaw chuck","","STM 491712 | 160.00mm Diameter x 58.00mm OAL x 34.00mm Height Hard Lathe Chuck Jaw Set","","50034745","47","","","23 of 24","95.8%"
"3 jaw chuck","","STM 491714 | 160.00mm Diameter x 65.00mm OAL x 39.00mm Height Hard Lathe Chuck Jaw Set","","50034746","48","","","23 of 24","95.8%"


"5c collet set","All Industrial 41282 | 15pc 5C Collet Set Fractional 1/8"" to 1"" High Precision","All Industrial 41282 | 15pc 5C Collet Set Fractional 1/8"" to 1"" High Precision","40000388","40000388","1","1","Match","23 of 24","95.8%"
"5c collet set","Pratt Burnerd America 0123-SET-5 | Crawford 33pc 5C Collet Set- 1/16"" -1-1/16"" X 32nds","Pratt Burnerd America 0123-SET-5 | Crawford 33pc 5C Collet Set- 1/16"" -1-1/16"" X 32nds","55000145","55000145","2","2","Match","23 of 24","95.8%"
"5c collet set","Pratt Burnerd America 0123-SET-1 | Crawford 49pc 5C Collet Set- 3mm - 27mm X .5mm","Pratt Burnerd America 0123-SET-1 | Crawford 49pc 5C Collet Set- 3mm - 27mm X .5mm","55000142","55000142","3","3","Match","23 of 24","95.8%"
"5c collet set","Pratt Burnerd America 0123-SET-2 | Crawford 25pc 5C Collet Set- 3mm - 27mm X 1mm","All Industrial 41284 | 57pc 5C Collet Set Fractional 1/8"" to 1"" High Precision Lathe","55000143","40000389","4","6","Mismatch","23 of 24","95.8%"
"5c collet set","Pratt Burnerd America 0123-SET-4 | Crawford 65pc 5C Collet Set- 1/16"" - 1-1/16"" X 64ths","All Industrial 41287 | 23pc 5C Collet Set Metric 3mm to 25mm High Precision Lathe","55000144","40000390","5","7","Mismatch","23 of 24","95.8%"
"5c collet set","Pratt Burnerd America 0123-SET-6 | Crawford 17pc 5C Collet Set- 1/16"" - 1-1/16"" X 16ths","Pratt Burnerd America 0123-SET-2 | Crawford 25pc 5C Collet Set- 3mm - 27mm X 1mm","55000146","55000143","6","8","Mismatch","23 of 24","95.8%"
"5c collet set","Pratt Burnerd America 0123-SET-7 | Crawford 8pc 5C Collet Set- 1/8"" - 1"" X 8ths","Pratt Burnerd America 0123-SET-4 | Crawford 65pc 5C Collet Set- 1/16"" - 1-1/16"" X 64ths","55000147","55000144","7","9","Mismatch","23 of 24","95.8%"
"5c collet set","All Industrial 41284 | 57pc 5C Collet Set Fractional 1/8"" to 1"" High Precision Lathe","Pratt Burnerd America 0123-SET-6 | Crawford 17pc 5C Collet Set- 1/16"" - 1-1/16"" X 16ths","40000389","55000146","8","4","Mismatch","23 of 24","95.8%"
"5c collet set","All Industrial 41287 | 23pc 5C Collet Set Metric 3mm to 25mm High Precision Lathe","Pratt Burnerd America 0123-SET-7 | Crawford 8pc 5C Collet Set- 1/8"" - 1"" X 8ths","40000390","55000147","9","5","Mismatch","23 of 24","95.8%"
"5c collet set","Colton Industrial Tools 20751 | 70 Piece Set Hardened alloy steel 5C Collet Set 1/16""-1-1/8"" Range by 64ths","Colton Industrial Tools 20751 | 70 Piece Set Hardened alloy steel 5C Collet Set 1/16""-1-1/8"" Range by 64ths","55068746","55068746","10","10","Match","23 of 24","95.8%"
"5c collet set","All Industrial 41214 | 3pc 2, 3 & 4"" 5C Step Collet Set","Edge Technology 45-000 | 6 Piece 5C Collet Stop Set","55009367","55009450","11","12","Mismatch","23 of 24","95.8%"
"5c collet set","Lyndex-Nikken 510-SET-08 | 5C Round Collet Set - 8 Piece","All Industrial 41214 | 3pc 2, 3 & 4"" 5C Step Collet Set","55090384","55009367","12","13","Mismatch","23 of 24","95.8%"
"5c collet set","Lyndex-Nikken 510-SET-09 | 5C Round Collet Set - 9 Piece","Lyndex-Nikken 510-SET-08 | 5C Round Collet Set - 8 Piece","55090385","55090384","13","14","Mismatch","23 of 24","95.8%"
"5c collet set","Lyndex-Nikken 510-SET-09S | 5C Round Collet Set - 9 Piece","Lyndex-Nikken 510-SET-09 | 5C Round Collet Set - 9 Piece","55090386","55090385","14","15","Mismatch","23 of 24","95.8%"
"5c collet set","Lyndex-Nikken 510-SET-15 | 5C Round Collet Set - 15 Piece","Lyndex-Nikken 510-SET-09S | 5C Round Collet Set - 9 Piece","55090387","55090386","15","16","Mismatch","23 of 24","95.8%"
"5c collet set","Lyndex-Nikken 510-SET-16 | 5C Round Collet Set - 16 Piece","Lyndex-Nikken 510-SET-15 | 5C Round Collet Set - 15 Piece","55090388","55090387","16","17","Mismatch","23 of 24","95.8%"
"5c collet set","Lyndex-Nikken 510-SET-16S | 5C Round Collet Set - 16 Piece","Lyndex-Nikken 510-SET-16 | 5C Round Collet Set - 16 Piece","55090389","55090388","17","18","Mismatch","23 of 24","95.8%"
"5c collet set","Lyndex-Nikken 510-SET-17 | 5C Round Collet Set - 17 Piece","Lyndex-Nikken 510-SET-16S | 5C Round Collet Set - 16 Piece","55090390","55090389","18","19","Mismatch","23 of 24","95.8%"
"5c collet set","Lyndex-Nikken 510-SET-18 | 5C Round Collet Set - 18 Piece","Lyndex-Nikken 510-SET-17 | 5C Round Collet Set - 17 Piece","55090391","55090390","19","20","Mismatch","23 of 24","95.8%"
"5c collet set","Lyndex-Nikken 510-SET-24-MM | 5C Round Collet Set - 24 Piece","Lyndex-Nikken 510-SET-18 | 5C Round Collet Set - 18 Piece","55090392","55090391","20","21","Mismatch","23 of 24","95.8%"
"5c collet set","Lyndex-Nikken 580-SET-06-SQ | 5C Square Collet Set - 6 Piece","Lyndex-Nikken 510-SET-24-MM | 5C Round Collet Set - 24 Piece","55090407","55090392","21","22","Mismatch","23 of 24","95.8%"
"5c collet set","Lyndex-Nikken 580-SET-07-HEX | 5C Hex Collet Set - 7 Piece","Lyndex-Nikken 580-SET-06-SQ | 5C Square Collet Set - 6 Piece","55090408","55090407","22","23","Mismatch","23 of 24","95.8%"
"5c collet set","Lyndex-Nikken 580-SET-11-SQ | 5C Square Collet Set - 11 Piece","Lyndex-Nikken 580-SET-07-HEX | 5C Hex Collet Set - 7 Piece","55090409","55090408","23","24","Mismatch","23 of 24","95.8%"
"5c collet set","Lyndex-Nikken 580-SET-13-HEX | 5C Hex Collet Set - 13 Piece","Lyndex-Nikken 580-SET-11-SQ | 5C Square Collet Set - 11 Piece","55090410","55090409","24","25","Mismatch","23 of 24","95.8%"
"5c collet set","","Lyndex-Nikken 580-SET-13-HEX | 5C Hex Collet Set - 13 Piece","","55090410","25","","","23 of 24","95.8%"
"5c collet set","","All Industrial 41370 | 5C Collet Block Set- Square, Hex, Rings & Collet Closer Holder","","40000393","26","","","23 of 24","95.8%"
"5c collet set","","All Industrial 41180 | 5C Round Collet 8pc Set 1/8-1"" X 8ths Tooling for Lathes & Fixtures CNC","","40000383","27","","","23 of 24","95.8%"
"5c collet set","","All Industrial 41181 | 5C Round Collet 11pc Set 1/8-3/4"" X 16ths Tooling for Lathes & Fixtures CNC","","40000384","28","","","23 of 24","95.8%"
"5c collet set","","Colton Industrial Tools 20700 | 31 Piece Ultra Precision 5C Round Collet Set, 1/16"" - 1"" x 1/32"" Increments, 0.0005"" Accuracy","","55026391","29","","","23 of 24","95.8%"
"5c collet set","","Colton Industrial Tools 20710 | 16 Piece Ultra Precision 5C Round Collet Set, 1/16"" - 1"" x 1/16"" Increments, 0.0005"" Accuracy","","55026392","30","","","23 of 24","95.8%"
"5c collet set","","Colton Industrial Tools 20705 | 8 Piece Ultra Precision 5C Round Collet Set, 1/8"" - 1"" x 1/8"" Increments, 0.0005"" Accuracy","","55029670","31","","","23 of 24","95.8%"
"5c collet set","","Colton Industrial Tools 20752 | 45 Piece Ultra Precision 5C Round Collet Set, 1/32"" - 1"" x 1/64"" Increments Up to 1/2"" x 1/32 from 17/32-1"", 0.0005"" Accuracy","","55068745","32","","","23 of 24","95.8%"


"5th axis","5th Axis R96-CERX-40 | RockLock 96 mm Top Tooling","5th Axis R96-CERX-40 | RockLock 96 mm Top Tooling","50008335","50008335","1","1","Match","23 of 24","95.8%"
"5th axis","5th Axis WS | Adjustable Work Stop for Vise Jaws","5th Axis WS | Adjustable Work Stop for Vise Jaws","50008282","50008282","2","2","Match","23 of 24","95.8%"
