Input Query,Input Expected Name,Actual Product Name,Input Expected SKU,Actual SKU,Input Expected Position,Actual Position,Position Match,First Page Count,First Page Coverage %
"123 block","","STM 231072 | 1-19/32"" OAL x 1-1/4"" Width V-Block","","30122360","15","","","8 of 8","100.0%"
"123 block","","STM 231076 | 2-3/4"" OAL x 1-3/4"" Width V-Block","","30122362","16","","","8 of 8","100.0%"
"123 block","","STM 231118 | 100 OAL x 30.00mm Width V-Block","","30122380","17","","","8 of 8","100.0%"
"123 block","","STM 370556 | 2"" OAL x 1-7/8"" Width V-Block","","30122729","18","","","8 of 8","100.0%"
"123 block","","Seco Tools 03002502 | 150.10-3232-25JETI Indexable CutOff Blade Tool Block","","23284352","19","","","8 of 8","100.0%"
"123 block","","STM 333876 | 2-1/2"" Height x 1"" Width Steel Step Block","","50034434","20","","","8 of 8","100.0%"
"123 block","","STM 333878 | 4"" Height x 1-1/2"" Width Steel Step Block","","50034436","21","","","8 of 8","100.0%"
"123 block","","STM 333880 | 9"" Height x 1-1/2"" Width Steel Step Block","","50034438","22","","","8 of 8","100.0%"
"123 block","","STM 333879 | 6"" Height x 1-1/2"" Width Steel Step Block","","50034437","23","","","8 of 8","100.0%"
"123 block","","3M 7100272155 | 952 2-3/16"" Length x 6"" Width Hand Block","","45033447","24","","","8 of 8","100.0%"


"1/2 end mill","YG1 G9J49032N | 1/2"" Diameter 4 Flute X-Coated Carbide Square End Mill","Harvey Tool 722216-C3 | 1/4"" Diameter x 1/4"" Shank x 0.213"" LOC x 2-1/2"" OAL Undercutting End Mill","25392927","25282886","1","45","Mismatch","9 of 24","37.5%"
"1/2 end mill","YG1 G9J49904N | 1/2"" Diameter 4 Flute X-Coated Carbide Square End Mill","Harvey Tool 895347-C3 | 3/64"" Diameter x 1/8"" Shank x 0.040"" LOC x 1-1/2"" OAL Undercutting End Mill","25392934","25282972","2","46","Mismatch","9 of 24","37.5%"
"1/2 end mill","YG1 G9J49905N | 1/2"" Diameter 4 Flute X-Coated Carbide Square End Mill","Magafor 888507D0042 | 1-1/2"" OAL Magaforce 8507-D Square End Mill","25392935","25260117","3","47","Mismatch","9 of 24","37.5%"
"1/2 end mill","YG1 G9J51032N | 1/2"" Diameter 4 Flute X-Coated Carbide Ball End Mill","Magafor 888507D0052 | 1-1/2"" OAL Magaforce 8507-D Square End Mill","25392950","25260118","4","48","Mismatch","9 of 24","37.5%"
"1/2 end mill","YG1 G9J51902N | 1/2"" Diameter 4 Flute X-Coated Carbide Ball End Mill","Magafor 888507D0054 | 1-1/2"" OAL Magaforce 8507-D Square End Mill","25392955","25260119","5","49","Mismatch","9 of 24","37.5%"
"1/2 end mill","Fullerton Tool 34181 | 1/2"" 5 Flute Solid Carbide FC18 Radius End Mill","Magafor 888507D0064 | 1-1/2"" OAL Magaforce 8507-D Square End Mill","25002172","25260121","6","79","Mismatch","9 of 24","37.5%"
"1/2 end mill","YG1 G9J53032N | 1/2"" Diameter 4 Flute X-Coated Carbide Corner Radius End Mill","Magafor 888507D0074 | 1-1/2"" OAL Magaforce 8507-D Square End Mill","25392979","25260122","7","70","Mismatch","9 of 24","37.5%"
"1/2 end mill","YG1 G9J53912N | 1/2"" Diameter 4 Flute X-Coated Carbide Corner Radius End Mill","Magafor 888507D0084 | 1-1/2"" OAL Magaforce 8507-D Square End Mill","25392994","25260123","8","71","Mismatch","9 of 24","37.5%"
"1/2 end mill","YG1 G9J53913N | 1/2"" Diameter 4 Flute X-Coated Carbide Corner Radius End Mill","Magafor 888507D0086 | 1-1/2"" OAL Magaforce 8507-D Square End Mill","25392995","25260124","9","72","Mismatch","9 of 24","37.5%"
"1/2 end mill","YG1 G9J53914N | 1/2"" Diameter 4 Flute X-Coated Carbide Corner Radius End Mill","Magafor 888507D0096 | 1-1/2"" OAL Magaforce 8507-D Square End Mill","25392996","25260126","10","73","Mismatch","9 of 24","37.5%"
"1/2 end mill","YG1 G9J53915N | 1/2"" Diameter 4 Flute X-Coated Carbide Corner Radius End Mill","Magafor 888507D0126 | 1-1/2"" OAL Magaforce 8507-D Square End Mill","25392997","25260128","11","74","Mismatch","9 of 24","37.5%"
"1/2 end mill","YG1 G9J53916N | 1/2"" Diameter 4 Flute X-Coated Carbide Corner Radius End Mill","Magafor 888507D0129 | 1-1/2"" OAL Magaforce 8507-D Square End Mill","25392998","25260129","12","75","Mismatch","9 of 24","37.5%"
"1/2 end mill","YG1 G9J53917N | 1/2"" Diameter 4 Flute X-Coated Carbide Corner Radius End Mill","Magafor 888507D0140 | 1-1/2"" OAL Magaforce 8507-D Square End Mill","25392999","25260130","13","76","Mismatch","9 of 24","37.5%"
"1/2 end mill","YG1 G9J53918N | 1/2"" Diameter 4 Flute X-Coated Carbide Corner Radius End Mill","Magafor 888507D0146 | 1-1/2"" OAL Magaforce 8507-D Square End Mill","25393000","25260131","14","77","Mismatch","9 of 24","37.5%"
"1/2 end mill","YG1 G9J53919N | 1/2"" Diameter 4 Flute X-Coated Carbide Corner Radius End Mill","Magafor 888507D0149 | 1-1/2"" OAL Magaforce 8507-D Square End Mill","25393001","25260132","15","78","Mismatch","9 of 24","37.5%"
"1/2 end mill","Harvey Tool 722216-C3 | 1/4"" Diameter x 1/4"" Shank x 0.213"" LOC x 2-1/2"" OAL Undercutting End Mill","Magafor 888507D0156 | 1-1/2"" OAL Magaforce 8507-D Square End Mill","25282886","25260134","16","1","Mismatch","9 of 24","37.5%"
"1/2 end mill","Harvey Tool 895347-C3 | 3/64"" Diameter x 1/8"" Shank x 0.040"" LOC x 1-1/2"" OAL Undercutting End Mill","Magafor 888507D0159 | 1-1/2"" OAL Magaforce 8507-D Square End Mill","25282972","25260135","17","2","Mismatch","9 of 24","37.5%"
"1/2 end mill","Magafor 888507D0042 | 1-1/2"" OAL Magaforce 8507-D Square End Mill","Magafor 888507D0160 | 1-1/2"" OAL Magaforce 8507-D Square End Mill","25260117","25260136","18","3","Mismatch","9 of 24","37.5%"
"1/2 end mill","Magafor 888507D0052 | 1-1/2"" OAL Magaforce 8507-D Square End Mill","Magafor 888507D01812 | 1-1/2"" OAL Magaforce 8507-D Square End Mill","25260118","25260137","19","4","Mismatch","9 of 24","37.5%"
"1/2 end mill","Magafor 888507D0054 | 1-1/2"" OAL Magaforce 8507-D Square End Mill","Magafor 888507D0189 | 1-1/2"" OAL Magaforce 8507-D Square End Mill","25260119","25260138","20","5","Mismatch","9 of 24","37.5%"
"1/2 end mill","Magafor 888507D0064 | 1-1/2"" OAL Magaforce 8507-D Square End Mill","Magafor 888507D0190 | 1-1/2"" OAL Magaforce 8507-D Square End Mill","25260121","25260139","21","6","Mismatch","9 of 24","37.5%"
"1/2 end mill","Magafor 888507D0074 | 1-1/2"" OAL Magaforce 8507-D Square End Mill","Magafor 888507D0212 | 1-1/2"" OAL Magaforce 8507-D Square End Mill","25260122","25260140","22","7","Mismatch","9 of 24","37.5%"
"1/2 end mill","Magafor 888507D0084 | 1-1/2"" OAL Magaforce 8507-D Square End Mill","Magafor 888507D0290 | 1-1/2"" OAL Magaforce 8507-D Square End Mill","25260123","25260143","23","8","Mismatch","9 of 24","37.5%"
"1/2 end mill","Magafor 888507D0086 | 1-1/2"" OAL Magaforce 8507-D Square End Mill","Magafor 888507DH0042 | 1-1/2"" OAL K15/Hard'X 8507-DH Square End Mill","25260124","25260171","24","9","Mismatch","9 of 24","37.5%"
"1/2 end mill","","Magafor 888507DH0052 | 1-1/2"" OAL K15/Hard'X 8507-DH Square End Mill","","25260172","25","","","9 of 24","37.5%"
"1/2 end mill","","Magafor 888507DH0054 | 1-1/2"" OAL K15/Hard'X 8507-DH Square End Mill","","25260173","26","","","9 of 24","37.5%"
"1/2 end mill","","Magafor 888507DH0064 | 1-1/2"" OAL K15/Hard'X 8507-DH Square End Mill","","25260175","27","","","9 of 24","37.5%"
"1/2 end mill","","Magafor 888507DH0074 | 1-1/2"" OAL K15/Hard'X 8507-DH Square End Mill","","25260176","28","","","9 of 24","37.5%"
"1/2 end mill","","Magafor 888507DH0084 | 1-1/2"" OAL K15/Hard'X 8507-DH Square End Mill","","25260177","29","","","9 of 24","37.5%"
"1/2 end mill","","Magafor 888507DH0086 | 1-1/2"" OAL K15/Hard'X 8507-DH Square End Mill","","25260178","30","","","9 of 24","37.5%"
"1/2 end mill","","Magafor 888507DH0096 | 1-1/2"" OAL K15/Hard'X 8507-DH Square End Mill","","25260180","31","","","9 of 24","37.5%"
"1/2 end mill","","Magafor 888507DH0126 | 1-1/2"" OAL K15/Hard'X 8507-DH Square End Mill","","25260182","32","","","9 of 24","37.5%"
"1/2 end mill","","Magafor 888507DH0129 | 1-1/2"" OAL K15/Hard'X 8507-DH Square End Mill","","25260183","33","","","9 of 24","37.5%"
"1/2 end mill","","Magafor 888507DH014 | 1-1/2"" OAL K15/Hard'X 8507-DH Square End Mill","","25260184","34","","","9 of 24","37.5%"
"1/2 end mill","","Magafor 888507DH0146 | 1-1/2"" OAL K15/Hard'X 8507-DH Square End Mill","","25260185","35","","","9 of 24","37.5%"
"1/2 end mill","","Magafor 888507DH0149 | 1-1/2"" OAL K15/Hard'X 8507-DH Square End Mill","","25260186","36","","","9 of 24","37.5%"
"1/2 end mill","","Magafor 888507DH0156 | 1-1/2"" OAL K15/Hard'X 8507-DH Square End Mill","","25260188","37","","","9 of 24","37.5%"
"1/2 end mill","","Magafor 888507DH0159 | 1-1/2"" OAL K15/Hard'X 8507-DH Square End Mill","","25260189","38","","","9 of 24","37.5%"
"1/2 end mill","","Magafor 888507DH016 | 1-1/2"" OAL K15/Hard'X 8507-DH Square End Mill","","25260190","39","","","9 of 24","37.5%"
"1/2 end mill","","Magafor 888507DH01812 | 1-1/2"" OAL K15/Hard'X 8507-DH Square End Mill","","25260191","40","","","9 of 24","37.5%"
"1/2 end mill","","Magafor 888507DH0189 | 1-1/2"" OAL K15/Hard'X 8507-DH Square End Mill","","25260192","41","","","9 of 24","37.5%"
"1/2 end mill","","Magafor 888507DH019 | 1-1/2"" OAL K15/Hard'X 8507-DH Square End Mill","","25260193","42","","","9 of 24","37.5%"
"1/2 end mill","","Magafor 888507DH0212 | 1-1/2"" OAL K15/Hard'X 8507-DH Square End Mill","","25260194","43","","","9 of 24","37.5%"
"1/2 end mill","","Magafor 888507DH029 | 1-1/2"" OAL K15/Hard'X 8507-DH Square End Mill","","25260197","44","","","9 of 24","37.5%"
"1/2 end mill","","YG1 G9J49032N | 1/2"" Diameter 4 Flute X-Coated Carbide Square End Mill","","25392927","45","","","9 of 24","37.5%"
"1/2 end mill","","YG1 G9J49904N | 1/2"" Diameter 4 Flute X-Coated Carbide Square End Mill","","25392934","46","","","9 of 24","37.5%"
"1/2 end mill","","YG1 G9J49905N | 1/2"" Diameter 4 Flute X-Coated Carbide Square End Mill","","25392935","47","","","9 of 24","37.5%"
"1/2 end mill","","YG1 G9J51032N | 1/2"" Diameter 4 Flute X-Coated Carbide Ball End Mill","","25392950","48","","","9 of 24","37.5%"
"1/2 end mill","","YG1 G9J51902N | 1/2"" Diameter 4 Flute X-Coated Carbide Ball End Mill","","25392955","49","","","9 of 24","37.5%"
"1/2 end mill","","Magafor 888500G0400 | 0.1575"" Diameter x 1-1/2"" OAL Graph'X 8500-G Square End Mill","","25260030","50","","","9 of 24","37.5%"
"1/2 end mill","","Magafor 888500G0410 | 0.1614"" Diameter x 1-1/2"" OAL Graph'X 8500-G Square End Mill","","25260031","51","","","9 of 24","37.5%"
"1/2 end mill","","Magafor 888500G0420 | 0.1654"" Diameter x 1-1/2"" OAL Graph'X 8500-G Square End Mill","","25260032","52","","","9 of 24","37.5%"
"1/2 end mill","","Magafor 888500G0430 | 0.1693"" Diameter x 1-1/2"" OAL Graph'X 8500-G Square End Mill","","25260033","53","","","9 of 24","37.5%"
"1/2 end mill","","Magafor 888500G0440 | 0.1732"" Diameter x 1-1/2"" OAL Graph'X 8500-G Square End Mill","","25260034","54","","","9 of 24","37.5%"
"1/2 end mill","","Magafor 888500G0450 | 1.7720"" Diameter x 1-1/2"" OAL Graph'X 8500-G Square End Mill","","25260035","55","","","9 of 24","37.5%"
"1/2 end mill","","Magafor 888500G0460 | 0.1811"" Diameter x 1-1/2"" OAL Graph'X 8500-G Square End Mill","","25260036","56","","","9 of 24","37.5%"
"1/2 end mill","","Magafor 888500G0470 | 0.1850"" Diameter x 1-1/2"" OAL Graph'X 8500-G Square End Mill","","25260037","57","","","9 of 24","37.5%"
"1/2 end mill","","Magafor 888500G0480 | 0.1890"" Diameter x 1-1/2"" OAL Graph'X 8500-G Square End Mill","","25260038","58","","","9 of 24","37.5%"
"1/2 end mill","","Magafor 888500G0490 | 0.1929"" Diameter x 1-1/2"" OAL Graph'X 8500-G Square End Mill","","25260039","59","","","9 of 24","37.5%"
"1/2 end mill","","Magafor 88851000500 | 0.0197"" Diameter x 1-1/2"" OAL Magaforce 8510 Square End Mill","","25258357","60","","","9 of 24","37.5%"
"1/2 end mill","","Magafor 88851000600 | 0.0236"" Diameter x 1-1/2"" OAL Magaforce 8510 Square End Mill","","25258358","61","","","9 of 24","37.5%"
"1/2 end mill","","Magafor 88851000800 | 0.0315"" Diameter x 1-1/2"" OAL Magaforce 8510 Square End Mill","","25258359","62","","","9 of 24","37.5%"
"1/2 end mill","","Magafor 88851001000 | 0.0394"" Diameter x 1-1/2"" OAL Magaforce 8510 Square End Mill","","25258360","63","","","9 of 24","37.5%"
"1/2 end mill","","Magafor 88851001200 | 0.0472"" Diameter x 1-1/2"" OAL Magaforce 8510 Square End Mill","","25258361","64","","","9 of 24","37.5%"
"1/2 end mill","","Magafor 888510H0050 | 0.0197"" Diameter x 1-1/2"" OAL Hard'X 8510-H Square End Mill","","25260245","65","","","9 of 24","37.5%"
"1/2 end mill","","Magafor 888510H0060 | 0.0236"" Diameter x 1-1/2"" OAL Hard'X 8510-H Square End Mill","","25260246","66","","","9 of 24","37.5%"
"1/2 end mill","","Magafor 888510H0080 | 0.0315"" Diameter x 1-1/2"" OAL Hard'X 8510-H Square End Mill","","25260247","67","","","9 of 24","37.5%"
"1/2 end mill","","Magafor 888510H0100 | 0.0394"" Diameter x 1-1/2"" OAL Hard'X 8510-H Square End Mill","","25260248","68","","","9 of 24","37.5%"
"1/2 end mill","","Magafor 888510H0120 | 0.0472"" Diameter x 1-1/2"" OAL Hard'X 8510-H Square End Mill","","25260249","69","","","9 of 24","37.5%"
"1/2 end mill","","YG1 G9J53032N | 1/2"" Diameter 4 Flute X-Coated Carbide Corner Radius End Mill","","25392979","70","","","9 of 24","37.5%"
"1/2 end mill","","YG1 G9J53912N | 1/2"" Diameter 4 Flute X-Coated Carbide Corner Radius End Mill","","25392994","71","","","9 of 24","37.5%"
"1/2 end mill","","YG1 G9J53913N | 1/2"" Diameter 4 Flute X-Coated Carbide Corner Radius End Mill","","25392995","72","","","9 of 24","37.5%"
"1/2 end mill","","YG1 G9J53914N | 1/2"" Diameter 4 Flute X-Coated Carbide Corner Radius End Mill","","25392996","73","","","9 of 24","37.5%"
"1/2 end mill","","YG1 G9J53915N | 1/2"" Diameter 4 Flute X-Coated Carbide Corner Radius End Mill","","25392997","74","","","9 of 24","37.5%"
"1/2 end mill","","YG1 G9J53916N | 1/2"" Diameter 4 Flute X-Coated Carbide Corner Radius End Mill","","25392998","75","","","9 of 24","37.5%"
"1/2 end mill","","YG1 G9J53917N | 1/2"" Diameter 4 Flute X-Coated Carbide Corner Radius End Mill","","25392999","76","","","9 of 24","37.5%"
"1/2 end mill","","YG1 G9J53918N | 1/2"" Diameter 4 Flute X-Coated Carbide Corner Radius End Mill","","25393000","77","","","9 of 24","37.5%"
"1/2 end mill","","YG1 G9J53919N | 1/2"" Diameter 4 Flute X-Coated Carbide Corner Radius End Mill","","25393001","78","","","9 of 24","37.5%"
"1/2 end mill","","Fullerton Tool 34181 | 1/2"" 5 Flute Solid Carbide FC18 Radius End Mill","","25002172","79","","","9 of 24","37.5%"
"1/2 end mill","","Dormer S2081/16 | 1/16"" Diameter x 1-1/2"" OAL TiAlN Coated HM Square End Mill","","25140414","80","","","9 of 24","37.5%"
"1/2 end mill","","Emuge 3914A.050020 | 1/2"" Diameter x 3"" OAL 4 Flute TIALN-T21 Coated Torus End Mill","","25212695","81","","","9 of 24","37.5%"
"1/2 end mill","","Emuge 3925L.0750 | 3/4"" Diameter x 3-1/2"" OAL 6 Flute ALCR Coated Corner Radius End Mill","","25351948","82","","","9 of 24","37.5%"
"1/2 end mill","","Harvey Tool 997090 | 0.0900"" Cutter Diameter x 0.5000"" (1/2) LOC 3 Flute Uncoated Tapered End Mill","","25119506","83","","","9 of 24","37.5%"
"1/2 end mill","","Harvey Tool 991890 | 0.0900"" Cutter Diameter x 0.5000"" (1/2) LOC 3 Flute Uncoated Tapered End Mill","","25119492","84","","","9 of 24","37.5%"
"1/2 end mill","","Harvey Tool 991090 | 0.0900"" Cutter Diameter x 0.5000"" (1/2) LOC 3 Flute Uncoated Tapered End Mill","","25119488","85","","","9 of 24","37.5%"
"1/2 end mill","","Harvey Tool 989690 | 0.0900"" Cutter Diameter x 0.5000"" (1/2) LOC 3 Flute Uncoated Tapered End Mill","","25119440","86","","","9 of 24","37.5%"
"1/2 end mill","","Harvey Tool 922690 | 0.0900"" Cutter Diameter x 0.5000"" (1/2) LOC 3 Flute Uncoated Tapered End Mill","","25119431","87","","","9 of 24","37.5%"
"1/2 end mill","","Harvey Tool 903790 | 0.0900"" Cutter Diameter x 0.5000"" (1/2) LOC 3 Flute Uncoated Tapered End Mill","","25119407","88","","","9 of 24","37.5%"
"1/2 end mill","","Harvey Tool 902490 | 0.0900"" Cutter Diameter x 0.5000"" (1/2) LOC 3 Flute Uncoated Tapered End Mill","","25119579","89","","","9 of 24","37.5%"
"1/2 end mill","","Harvey Tool 992790 | 0.0900"" Cutter Diameter x 0.5000"" (1/2) LOC 3 Flute Uncoated Tapered End Mill","","25119451","90","","","9 of 24","37.5%"
"1/2 end mill","","Harvey Tool 990490 | 0.0900"" Cutter Diameter x 0.5000"" (1/2) LOC 3 Flute Uncoated Tapered End Mill","","25119605","91","","","9 of 24","37.5%"
"1/2 end mill","","Magafor 888507DG0042 | 0.0157""x0.0780"" Diameter x 0.1180"" Shank x 1-1/2"" OAL Graph'X Coating Square End Miniature End Mill","","25260144","92","","","9 of 24","37.5%"
"1/2 end mill","","Magafor 888507DG0052 | 0.0197""x0.0780"" Diameter x 0.1180"" Shank x 1-1/2"" OAL Graph'X Coating Square End Miniature End Mill","","25260145","93","","","9 of 24","37.5%"
"1/2 end mill","","Magafor 888507DG0054 | 0.0197""x0.1570"" Diameter x 0.1180"" Shank x 1-1/2"" OAL Graph'X Coating Square End Miniature End Mill","","25260146","94","","","9 of 24","37.5%"
"1/2 end mill","","Magafor 888507DG0064 | 0.0236""x0.1570"" Diameter x 0.1180"" Shank x 1-1/2"" OAL Graph'X Coating Square End Miniature End Mill","","25260148","95","","","9 of 24","37.5%"
"1/2 end mill","","Magafor 888507DG0074 | 0.0276""x0.1570"" Diameter x 0.1180"" Shank x 1-1/2"" OAL Graph'X Coating Square End Miniature End Mill","","25260149","96","","","9 of 24","37.5%"


"246 block","Fowler 52-439-246-0 | 31 Holes Set Up Block","Fowler 52-439-246-0 | 31 Holes Set Up Block","30066256","30066256","1","1","Match","2 of 2","100.0%"
"246 block","All Industrial 55540 | 2-4-6 Blocks 23 Holes Matched Pair Ultra Precision 0.0006"" Machinist 246 Jig","All Industrial 55540 | 2-4-6 Blocks 23 Holes Matched Pair Ultra Precision 0.0006"" Machinist 246 Jig","30000215","30000215","2","2","Match","2 of 2","100.0%"


"3c collet","All Industrial 41290 | 3C Round Collet 8pc Set 1/16-1/2"" X 16ths Hardened & Ground","All Industrial 41290 | 3C Round Collet 8pc Set 1/16-1/2"" X 16ths Hardened & Ground","40000391","40000391","1","1","Match","4 of 4","100.0%"
"3c collet","All Industrial 41292 | 3C Round Collet 16pc Set 1/16-1/2"" X 32nds Hardened & Ground","All Industrial 41292 | 3C Round Collet 16pc Set 1/16-1/2"" X 32nds Hardened & Ground","40000392","40000392","2","2","Match","4 of 4","100.0%"
"3c collet","Techniks BD-DC16.750-3C | 0.75"" Diameter x 0.75"" Shank x 3.39"" OAL Double Ended ER Collet Chuck","Techniks BD-DC16.750-3C | 0.75"" Diameter x 0.75"" Shank x 3.39"" OAL Double Ended ER Collet Chuck","55032264","55032264","3","3","Match","4 of 4","100.0%"
"3c collet","Techniks BD-DC20-1-3C | 1"" Diameter x 1"" Shank x 3.47"" OAL Double Ended ER Collet Chuck","Techniks BD-DC20-1-3C | 1"" Diameter x 1"" Shank x 3.47"" OAL Double Ended ER Collet Chuck","55032266","55032266","4","4","Match","4 of 4","100.0%"


"5c collet rack","Colton Industrial 20711 | 5C Collet Storage Rack Holds 30 5C Collets Wall/Machine Mount","Colton Industrial 20711 | 5C Collet Storage Rack Holds 30 5C Collets Wall/Machine Mount","93005669","93005669","1","1","Match","2 of 2","100.0%"
"5c collet rack","All Industrial 41280 | 5C Collet 30 Hole Storage Rack Wall/Machine Mount","All Industrial 41280 | 5C Collet 30 Hole Storage Rack Wall/Machine Mount","93000015","93000015","2","2","Match","2 of 2","100.0%"


"alori","Aloris BXA-5C | Collet Holder","Aloris CA-12N | Turning Holder","40000144","40000156","1","9","Mismatch","17 of 24","70.8%"
"alori","Aloris CXA-5C | Collet Holder","Aloris DA-12 | Turning Holder","40000204","40000213","2","17","Mismatch","17 of 24","70.8%"
"alori","Aloris CA-12 | Turning Holder","Aloris DA-12N | Turning Holder","40000155","40000214","3","10","Mismatch","17 of 24","70.8%"
"alori","Aloris CA-12N | Turning Holder","Aloris EA-12 | Turning Holder","40000156","40000244","4","1","Mismatch","17 of 24","70.8%"
"alori","Aloris AXA-12 | Turning Holder","Aloris EA-12N | Turning Holder","40000101","40000245","5","11","Mismatch","17 of 24","70.8%"
"alori","Aloris AXA-12N | Turning Holder","Aloris AXA-5C | Collet Holder","40000102","40000116","6","12","Mismatch","17 of 24","70.8%"
"alori","Aloris AXA-5C | Collet Holder","Aloris BXA-12 | Turning Holder","40000116","40000125","7","6","Mismatch","17 of 24","70.8%"
"alori","Aloris BXA-12 | Turning Holder","Aloris BXA-12N | Turning Holder","40000125","40000126","8","7","Mismatch","17 of 24","70.8%"
"alori","Aloris BXA-12N | Turning Holder","Aloris BXA-5C | Collet Holder","40000126","40000144","9","8","Mismatch","17 of 24","70.8%"
"alori","Aloris CA-5C | Collet Holder","Aloris CA-12 | Turning Holder","40000176","40000155","10","14","Mismatch","17 of 24","70.8%"
"alori","Aloris CXA-12 | Turning Holder","Aloris AXA-12 | Turning Holder","40000188","40000101","11","15","Mismatch","17 of 24","70.8%"
"alori","Aloris CXA-12N | Turning Holder","Aloris AXA-12N | Turning Holder","40000189","40000102","12","16","Mismatch","17 of 24","70.8%"
"alori","Aloris DA-12 | Turning Holder","Aloris DA-5C | Collet Holder","40000213","40000234","13","2","Mismatch","17 of 24","70.8%"
"alori","Aloris DA-12N | Turning Holder","Aloris CA-5C | Collet Holder","40000214","40000176","14","3","Mismatch","17 of 24","70.8%"
"alori","Aloris DA-5C | Collet Holder","Aloris CXA-12 | Turning Holder","40000234","40000188","15","13","Mismatch","17 of 24","70.8%"
"alori","Aloris EA-12 | Turning Holder","Aloris CXA-12N | Turning Holder","40000244","40000189","16","4","Mismatch","17 of 24","70.8%"
"alori","Aloris EA-12N | Turning Holder","Aloris CXA-5C | Collet Holder","40000245","40000204","17","5","Mismatch","17 of 24","70.8%"
"alori","Aloris BXA-6 | Multiple Tool Holder","Aloris DA-19 | Adjustable Knurling Holder","40000145","40000220","18","33","Mismatch","17 of 24","70.8%"
"alori","Aloris BXA-77-I | Indexable Cut-off Holder","Aloris DA-77-I | Indexable Cut-off Holder","40000147","40000237","19","34","Mismatch","17 of 24","70.8%"
"alori","Aloris BXA-35 | Dovetail Chuck Holder","Aloris EA-100 | Boring Bar Holder","40000138","40000242","20","31","Mismatch","17 of 24","70.8%"
"alori","Aloris BXA-141 | Boring Bar Holder","Aloris EA-104 | Boring Bar Holder","40000129","40000243","21","29","Mismatch","17 of 24","70.8%"
"alori","Aloris BXA-19 | Adjustable Knurling Holder","Aloris AXA-35 | Dovetail Chuck Holder","40000132","40000110","22","30","Mismatch","17 of 24","70.8%"
"alori","Aloris CXA-6 | Multiple Tool Holder","Aloris AXA-41D | Boring Bar Holder","40000205","40000113","23","68","Mismatch","17 of 24","70.8%"
"alori","Aloris CA-77-I | Indexable Cut-off Holder","Aloris AXA-53 | Morse Taper Holder","40000180","40000115","24","60","Mismatch","17 of 24","70.8%"
"alori","","Aloris AXA-6 | Multiple Tool Holder","","40000117","25","","","17 of 24","70.8%"
"alori","","Aloris BXA-100 | Boring Bar Holder","","40000123","26","","","17 of 24","70.8%"
